reference	startpos	ref length	number of reads	covbases	% coverage	meandepth	meanbaseq	meanmapq	taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	mean	sd	Coefficient of Variance	pcreads
NR_169384.1	1	1452	95	1450	99.8623	90.259	38.6	8.66	1324625	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter humi	90.25895316804407	12.116759606716364	0.13424440658155415	0.11
NR_169389.1	1	1484	2	1467	98.8544	1.80391	36.3	30.5	1387849	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas faecalis	1.8039083557951483	0.4249126527779872	0.23555113063972094	0.0
NR_169412.1	1	1515	1	1402	92.5413	0.925413	42.9	0.0	1816691	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella massiliensis	0.9254125412541254	0.2627245130240189	0.28389988390255966	0.0
NR_169434.1	1	1396	5	1392	99.7135	4.95487	40.4	42.8	1224307	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium arsenicireducens	4.95487106017192	0.3592383665547107	0.07250206154552206	0.01
NR_169440.1	1	1403	1	1319	94.0128	0.940128	40.3	1.0	1578756	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium metallicus	0.940128296507484	0.23724898864572688	0.25235809785440094	0.0
NR_169458.1	1	1477	14	1463	99.0521	12.589	36.8	21.4	2164149	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Tepidibaculum	Tepidibaculum saccharolyticum	12.58903182125931	2.9982552267176215	0.2381640835679212	0.02
NR_170392.1	1	1532	1	1474	96.2141	0.962141	41.0	1.0	2485784	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix piscisicarius	0.9621409921671018	0.19085518949928046	0.19836509519192516	0.0
NR_170414.1	1	1361	1	1105	81.1903	0.811903	26.3	1.0	2664430	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	Acidiferrimicrobium australe	0.8119030124908155	0.39078959914403405	0.48132547007695053	0.0
NR_170425.1	1	1489	1	1385	93.0154	0.930154	42.9	1.0	2508720	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Oleiharenicola	Oleiharenicola lentus	0.9301544660846206	0.25488651456570866	0.2740260073562023	0.0
NR_170430.1	1	1492	1	1450	97.185	0.97185	29.8	1.0	2683198	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia marina	0.9718498659517426	0.16540164449400996	0.1701925886793537	0.0
NR_170437.1	1	1537	1	701	45.6083	0.456083	42.1	1.0	2586642	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	Desulfobotulus mexicanus	0.4560832791151594	0.49806758740829943	1.092054039724046	0.0
NR_170494.1	1	1576	1	1534	97.335	0.97335	42.2	1.0	2039284	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus fungorum	0.9733502538071066	0.16105755871969457	0.16546721808490134	0.0
NR_170495.1	1	1534	6	1526	99.4785	5.05215	36.0	6.83	2509240	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia faecicola	5.052151238591916	1.052664063375004	0.20835957073771047	0.01
NR_170509.1	1	1538	9	1509	98.1144	8.0104	37.1	10.3	2530391	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella freteri	8.010403120936282	1.6001124696460995	0.19975430018796272	0.01
NR_170538.1	1	1495	1	70	4.68227	0.0468227	32.6	1.0	2666083	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella rivi	0.046822742474916385	0.21125901936259203	4.511889056386788	0.0
NR_170543.1	1	1439	20	1223	84.9896	16.5177	36.9	5.1	1849015	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter acticola	16.51772063933287	7.098008320306985	0.4297208116842	0.02
NR_171388.1	1	1530	5	1515	99.0196	4.25752	37.2	0.8	1912897	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia argi	4.257516339869281	1.063518197124716	0.24979779576309727	0.01
NR_171390.1	1	1531	7	1523	99.4775	6.54931	40.4	3.86	1912897	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia argi	6.549314173742652	1.0302501011831482	0.1573065627716565	0.01
NR_171397.1	1	1532	5	1522	99.3473	4.44648	40.3	0.4	2028345	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pollutimonas	Pollutimonas thiosulfatoxidans	4.446475195822455	1.1387464381630985	0.2561009311899393	0.01
NR_171398.1	1	1533	10	1525	99.4781	8.76125	39.1	0.4	2028345	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pollutimonas	Pollutimonas thiosulfatoxidans	8.761252446183953	2.590894084307772	0.29572188453903764	0.01
NR_171403.1	1	1513	1	1501	99.2069	0.992069	41.1	0.0	2068654	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fermenticellae	0.9920687376074026	0.08870376243123704	0.089412919759135	0.0
NR_171405.1	1	1513	1	1462	96.6292	0.966292	37.5	2.0	2068654	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fermenticellae	0.9662921348314607	0.18047616184504361	0.1867718419094056	0.0
NR_171409.1	1	1525	1	1225	80.3279	0.803279	21.6	0.0	2079791	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Salinibacterium	Salinibacterium hongtaonis	0.8032786885245902	0.39751985747482455	0.49487165930539384	0.0
NR_171410.1	1	1525	1	1432	93.9016	0.939016	24.1	1.0	2079792	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Mycetocola	Mycetocola zhujimingii	0.939016393442623	0.23930024297654248	0.2548413900413598	0.0
NR_171412.1	1	1525	2	1488	97.5738	1.90164	36.7	1.0	2079792	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Mycetocola	Mycetocola zhujimingii	1.901639344262295	0.37041925881963145	0.19478943782756483	0.0
NR_171416.1	1	1525	2	1520	99.6721	1.92459	40.9	1.0	2136183	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sichuanensis	1.9245901639344263	0.2761893729659439	0.1435055515410782	0.0
NR_171438.1	1	1405	2	1370	97.5089	1.75801	35.9	2.0	1576874	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium alimapuense	1.7580071174377223	0.48296417197180275	0.2747225350689809	0.0
NR_171468.1	1	1496	164	1496	100.0	153.184	36.8	1.68	2094020	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Trichococcus shcherbakoviae	153.18382352941177	26.855580890251005	0.1753160371081523	0.18
NR_171478.1	1	1488	1	1116	75.0	0.75	45.1	1.0	2077091	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter stenotrophus	0.75	0.4330127018922193	0.5773502691896257	0.0
NR_171479.1	1	1520	1	1250	82.2368	0.822368	21.8	0.0	2028345	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pollutimonas	Pollutimonas thiosulfatoxidans	0.8223684210526315	0.38220230390204735	0.4647580015448896	0.0
NR_171486.1	1	1404	1	1310	93.3048	0.933048	30.8	1.0	2082392	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia naphthalenivorans	0.9330484330484331	0.2499381016057689	0.2678725913393126	0.0
NR_171489.1	1	1542	5	1519	98.5084	4.56031	38.6	12.2	2174842	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Coraliomargaritaceae	Coraliomargarita	Coraliomargarita sinensis	4.560311284046692	0.9568820457118821	0.20982823016037006	0.01
NR_171508.1	1	1487	2	1477	99.3275	1.83524	39.6	6.0	2233532	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium atlanticum	1.8352387357094821	0.3886706693406064	0.21178207596536525	0.0
NR_171519.1	1	1517	1	1355	89.321	0.89321	32.7	3.0	2184757	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella qingyii	0.8932102834541858	0.30884571064834043	0.34577043767788374	0.0
NR_171520.1	1	1523	1	1471	96.5857	0.965857	43.0	0.0	2079791	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Salinibacterium	Salinibacterium hongtaonis	0.9658568614576494	0.1815967638280742	0.18801622794708156	0.0
NR_171535.1	1	1523	1	1187	77.9383	0.779383	43.3	1.0	2291814	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga silvisoli	0.7793827971109653	0.4146628180563723	0.532039993175952	0.0
NR_172600.1	1	1344	1	1221	90.8482	0.908482	43.1	1.0	2799740	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Aegeococcales	Aegeococcaceae	Aegeococcus	Aegeococcus thureti	0.9084821428571429	0.28834413288089933	0.31739108484187445	0.0
NR_172603.1	1	1477	1	1103	74.6784	0.746784	44.3	0.0	2816234	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Neochroococcus	Neochroococcus gongqingensis	0.7467840216655383	0.43485359220153824	0.5823016823949883	0.0
NR_172605.1	1	1477	3	1104	74.7461	2.24103	44.2	0.0	2816234	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Neochroococcus	Neochroococcus gongqingensis	2.241029113067028	1.3031376217826915	0.5814907152184396	0.0
NR_172660.2	1	1483	1	1437	96.8982	0.968982	30.1	1.0	693223	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsopsis	Gloeocapsopsis crepidinum	0.968981793661497	0.17336688615201257	0.17891655682911248	0.0
NR_172708.1	1	1484	1	1462	98.5175	0.985175	41.6	1.0	2862349	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Sodalinema	Sodalinema stali	0.9851752021563343	0.12085124414982294	0.12266979912334969	0.0
NR_173518.1	1	1511	31	1508	99.8015	29.7426	38.7	48.8	2036206	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Suicoccus	Suicoccus acidiformans	29.74255459960291	2.5600470683603636	0.08607354354136555	0.03
NR_173523.1	1	1428	1	1407	98.5294	0.985294	42.5	60.0	913108	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Aggregatilinea lenta	0.9852941176470589	0.12037283488047923	0.12216944435630728	0.0
NR_173526.1	1	1413	41	1392	98.5138	38.7403	39.2	29.8	2053367	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Citroniella	Citroniella saccharovorans	38.740268931351736	6.186399180297081	0.15968911292948074	0.05
NR_173529.1	1	1495	1	1236	82.6756	0.826756	40.6	1.0	76116	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum petrolei	0.8267558528428094	0.37845820460516766	0.45776295783553855	0.0
NR_173532.1	1	1489	2	1485	99.7314	1.82001	34.6	1.0	75796	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum diolicum	1.8200134318334453	0.39110629862518936	0.21489198474277008	0.0
NR_173549.1	1	1366	25	1201	87.9209	20.3982	36.4	2.48	2714855	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nitratiruptoraceae	Nitrosophilus	Nitrosophilus alvini	20.398243045387993	9.01988026298012	0.4421890769175583	0.03
NR_173551.1	1	1538	1	1400	91.0273	0.910273	37.5	1.0	2741497	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Peptidiphaga	Peptidiphaga gingivicola	0.9102730819245773	0.28579012972478207	0.31396087108336773	0.0
NR_173554.1	1	1520	1	1480	97.3684	0.973684	36.8	1.0	2527979	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria neptunia	0.9736842105263158	0.16007269816574066	0.16439898730535527	0.0
NR_173556.1	1	1517	23	1516	99.9341	21.8932	37.6	8.7	2528021	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Anatilimnocola	Anatilimnocola aggregata	21.893210283454184	2.6042787248950905	0.11895371629729774	0.03
NR_173557.1	1	1526	5	1517	99.4102	4.62385	40.4	12.8	1930274	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Roseimaritima	Roseimaritima multifibrata	4.623853211009174	0.8413041984548019	0.18194872545947105	0.01
NR_173562.1	1	1535	11	1518	98.8925	8.70619	37.6	5.27	2527972	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Aeoliella	Aeoliella mucimassa	8.706188925081433	2.8525651300163033	0.3276479702615254	0.01
NR_173563.1	1	1528	38	1520	99.4764	33.5334	37.2	2.26	2528009	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda	33.53337696335078	6.9034240012958215	0.20586724709654786	0.04
NR_173564.1	1	1528	93	1520	99.4764	89.5759	38.5	4.58	2528010	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Lignipirellula	Lignipirellula cremea	89.57591623036649	10.126464528471192	0.11304896399193394	0.1
NR_173566.1	1	1522	1	1432	94.0867	0.940867	19.3	1.0	2527968	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Aureliella	Aureliella helgolandensis	0.9408672798948752	0.23587293511145718	0.2506973514243281	0.0
NR_173569.1	1	1462	3	1462	100.0	2.90698	36.8	1.0	2778876	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methyloradius	Methyloradius palustris	2.9069767441860463	0.29281038019136735	0.10072677078583038	0.0
NR_173570.1	1	1471	4	1469	99.864	3.93542	39.7	1.0	1912090	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gluceribacter	Gluceribacter canis	3.9354180829367778	0.33069228610455437	0.0840297724753497	0.0
NR_173573.1	1	1532	21	1524	99.4778	19.7063	36.5	3.38	2528024	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Lacipirellula	Lacipirellula limnantheis	19.70626631853786	2.590631323620373	0.1314623116192915	0.02
NR_173575.1	1	1525	1	1251	82.0328	0.820328	34.2	1.0	2528007	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Polystyrenella longa	0.820327868852459	0.383914126383026	0.4680008335204754	0.0
NR_173576.1	1	1523	6	1498	98.3585	4.20814	39.9	2.33	2528022	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina mediterranea	4.208141825344715	1.948620914323373	0.46305970549453845	0.01
NR_173578.1	1	1523	16	1513	99.3434	14.26	35.8	1.12	1938618	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Posidoniimonas	Posidoniimonas corsicana	14.260013131976363	2.619568112811869	0.18370025949960753	0.02
NR_173580.1	1	1529	40	1520	99.4114	35.894	36.0	2.85	2527991	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pseudobythopirellula	Pseudobythopirellula maris	35.89404839764552	6.386649941538	0.17793061041163954	0.04
NR_173581.1	1	1526	21	1518	99.4758	17.7923	34.7	1.71	2528001	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina colliarenosi	17.79226736566186	3.584328489062714	0.20145428434715856	0.02
NR_173585.1	1	1525	2	1515	99.3443	1.95016	40.2	1.0	2528000	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina hoheduenensis	1.9501639344262296	0.24590076502576683	0.12609235597319918	0.0
NR_173586.1	1	1523	59	1516	99.5404	55.9186	36.8	6.71	2528002	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Posidoniimonas	Posidoniimonas polymericola	55.91858174655285	7.293666656794938	0.1304336846355114	0.07
NR_173587.1	1	1528	20	1516	99.2147	18.6126	38.4	1.4	2528005	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria varia	18.612565445026178	2.7137229724810736	0.14580058726972858	0.02
NR_173588.1	1	1523	9	1514	99.4091	8.68089	36.8	2.0	2592654	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Protaetiibacter	Protaetiibacter larvae	8.680892974392647	1.218944891464474	0.14041699339689842	0.01
NR_173590.1	1	1477	2	1466	99.2552	1.87136	28.4	21.5	2772457	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Pelorhabdus	Pelorhabdus rhamnosifermentans	1.8713608666215302	0.35635118112782377	0.1904235508414601	0.0
NR_173594.1	1	1461	1	1224	83.7782	0.837782	29.7	1.0	2775968	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Dermatophilaceae	Agilicoccus	Agilicoccus flavus	0.837782340862423	0.36865036308337124	0.44003119319020045	0.0
NR_173597.1	1	1517	6	1503	99.0771	5.60844	34.9	4.5	2662126	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Anaerotalea	Anaerotalea alkaliphila	5.608437705998681	0.9154831646521512	0.16323318767951497	0.01
NR_173606.1	1	1366	7	1366	100.0	6.75549	37.7	20.9	2748684	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia halotolerans	6.755490483162518	0.5400055727277917	0.07993580541245812	0.01
NR_173621.1	1	1520	528	1513	99.5395	499.199	38.1	29.0	2818044	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Sinanaerobacter	Sinanaerobacter chloroacetimidivorans	499.19934210526316	54.60350263094089	0.10938216064280584	0.59
NR_173626.1	1	1459	1	1387	95.0651	0.950651	33.7	1.0	2816476	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Paradesulfitobacterium	Paradesulfitobacterium ferrireducens	0.9506511309115833	0.21659537900913406	0.2278389747471713	0.0
NR_173627.1	1	1535	2	1292	84.1694	1.6456	35.9	3.0	2790348	Bacteria	Thermotogati	Synergistota	unclassified Synergistota class	unclassified Synergistota order	Thermosynergistaceae	Thermosynergistes	Thermosynergistes pyruvativorans	1.6456026058631923	0.738520317266904	0.44878411995435374	0.0
NR_173637.1	1	1451	8	1444	99.5176	6.66299	38.8	3.38	2755051	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Variimorphobacter	Variimorphobacter saccharofermentans	6.662991040661613	1.991401678983827	0.29887503477508615	0.01
NR_173642.1	1	1520	161	1520	100.0	152.612	37.5	28.2	2678306	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcoides	Ruminococcoides bili	152.61184210526315	13.222563123464916	0.08664178966101942	0.18
NR_173648.1	1	1427	2	1336	93.623	1.70147	36.3	1.0	2798583	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomonas	Geomonas anaerohicana	1.7014716187806587	0.580473497370606	0.3411596708187211	0.0
NR_173654.1	1	1379	29	1364	98.9123	27.9869	38.7	1.41	2843215	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Miltoncostaea	Miltoncostaea marina	27.986947063089197	3.7619295427742263	0.13441728868439803	0.03
NR_173655.1	1	1403	53	1400	99.7862	50.866	39.8	3.19	2843216	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Miltoncostaea	Miltoncostaea oceani	50.86600142551675	6.071844059565121	0.11936939978378568	0.06
NR_173668.1	1	1397	1	1167	83.5361	0.835361	28.8	60.0	2766537	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum	0.835361488904796	0.3708539763297128	0.44394430585484895	0.0
NR_173679.1	1	1515	5	1515	100.0	4.53003	35.6	3.8	2591847	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microcella	Microcella pacifica	4.53003300330033	0.8860426716995543	0.19559298377164866	0.01
NR_173681.1	1	1523	7	1515	99.4747	6.7216	33.1	9.86	2751370	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola	Rhabdothermincola sediminis	6.721602101116218	0.7452891187766116	0.11087968427242155	0.01
NR_173683.1	1	1395	1	1132	81.147	0.81147	41.3	1.0	2778368	Bacteria	Bacillati	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter	Dictyobacter formicarum	0.8114695340501792	0.3911351804153712	0.48200845996417213	0.0
NR_173686.1	1	1391	1	1119	80.4457	0.804457	40.3	1.0	2778369	Bacteria	Bacillati	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Reticulibacteraceae	Reticulibacter	Reticulibacter mediterranei	0.8044572250179727	0.3966179498388279	0.49302553013924005	0.0
NR_173687.1	1	1465	1	1436	98.0205	0.980205	42.1	15.0	2751153	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter secundus	0.9802047781569966	0.13929598355727424	0.1421090640051579	0.0
NR_173688.1	1	1453	71	1453	100.0	67.9601	38.4	7.94	2780922	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Solibaculum	Solibaculum mannosilyticum	67.96008258774948	4.886860678229898	0.07190780958690014	0.08
NR_173691.1	1	1434	3	1433	99.9303	2.71967	40.4	8.67	1871031	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter mediterraneus	2.719665271966527	0.5805455036605366	0.21346211596133577	0.0
